year,winter,spring,summer,autumn,station_id,station_name
2010,11.3,12.7,6.8,12.3,1098940,WILLIAMS LAKE A                           
2011,12.8,10.9,7.2,11.5,1098940,WILLIAMS LAKE A                           
2012,12.4,11.0,7.9,11.2,1098940,WILLIAMS LAKE A                           
2013,11.3,10.4,9.3,10.5,1098940,WILLIAMS LAKE A                           
2014,10.8,10.9,8.5,12.2,1098940,WILLIAMS LAKE A                           
1953,12.9,10.6,8.6,10.2,1100030,ABBOTSFORD A                              
1954,15.4,12.3,9.1,10.4,1100030,ABBOTSFORD A                              
1955,10.7,10.5,7.0,9.6,1100030,ABBOTSFORD A                              
1956,10.5,14.1,11.4,12.2,1100030,ABBOTSFORD A                              
1957,18.3,12.9,11.3,11.8,1100030,ABBOTSFORD A                              
1958,15.2,11.7,10.9,13.0,1100030,ABBOTSFORD A                              
1959,16.0,14.0,10.7,12.0,1100030,ABBOTSFORD A                              
1960,13.8,14.1,11.0,11.1,1100030,ABBOTSFORD A                              
1961,14.1,12.9,10.7,12.5,1100030,ABBOTSFORD A                              
1962,15.5,13.5,12.2,13.4,1100030,ABBOTSFORD A                              
1963,12.7,12.5,9.9,11.4,1100030,ABBOTSFORD A                              
1964,13.9,14.6,11.0,10.3,1100030,ABBOTSFORD A                              
1965,13.5,12.6,9.9,11.8,1100030,ABBOTSFORD A                              
1966,14.1,14.2,10.2,11.0,1100030,ABBOTSFORD A                              
1967,16.1,13.9,9.7,12.9,1100030,ABBOTSFORD A                              
1968,17.5,14.4,10.6,13.3,1100030,ABBOTSFORD A                              
1969,17.0,12.1,10.8,10.0,1100030,ABBOTSFORD A                              
1970,13.6,13.0,10.1,13.0,1100030,ABBOTSFORD A                              
1971,16.2,10.5,7.8,8.8,1100030,ABBOTSFORD A                              
1972,12.4,10.7,8.3,8.8,1100030,ABBOTSFORD A                              
1973,13.3,9.8,9.4,10.1,1100030,ABBOTSFORD A                              
1974,13.5,11.5,8.7,8.1,1100030,ABBOTSFORD A                              
1975,12.7,11.7,10.7,11.8,1100030,ABBOTSFORD A                              
1976,12.6,12.1,9.4,8.0,1100030,ABBOTSFORD A                              
1977,9.8,12.3,10.0,11.2,1100030,ABBOTSFORD A                              
1978,12.5,11.0,9.9,9.6,1100030,ABBOTSFORD A                              
1979,12.8,12.7,10.5,9.3,1100030,ABBOTSFORD A                              
1980,13.3,11.0,9.8,9.6,1100030,ABBOTSFORD A                              
1981,11.2,11.9,9.8,10.6,1100030,ABBOTSFORD A                              
1982,12.6,11.4,9.1,9.6,1100030,ABBOTSFORD A                              
1983,12.0,10.7,9.7,10.6,1100030,ABBOTSFORD A                              
1984,13.5,11.0,9.5,10.1,1100030,ABBOTSFORD A                              
1985,9.5,10.6,10.0,13.7,1100030,ABBOTSFORD A                              
1986,11.1,10.7,9.6,10.3,1100030,ABBOTSFORD A                              
1987,12.0,11.2,10.3,8.9,1100030,ABBOTSFORD A                              
1988,11.5,11.8,10.1,9.5,1100030,ABBOTSFORD A                              
1989,12.9,12.6,10.1,9.8,1100030,ABBOTSFORD A                              
1990,13.0,10.5,10.3,12.0,1100030,ABBOTSFORD A                              
1991,14.3,13.0,10.8,10.7,1100030,ABBOTSFORD A                              
1992,12.4,11.6,11.0,11.4,1100030,ABBOTSFORD A                              
1993,15.0,13.2,10.7,7.9,1100030,ABBOTSFORD A                              
1994,9.0,10.9,8.9,9.2,1100030,ABBOTSFORD A                              
1995,12.0,11.9,10.1,10.2,1100030,ABBOTSFORD A                              
1996,13.4,12.4,10.6,9.9,1100030,ABBOTSFORD A                              
1997,11.9,11.7,8.3,8.9,1100030,ABBOTSFORD A                              
1998,10.6,8.2,7.7,6.8,1100030,ABBOTSFORD A                              
1999,13.8,11.8,9.7,9.7,1100030,ABBOTSFORD A                              
2000,11.2,10.7,10.4,9.6,1100030,ABBOTSFORD A                              
2001,11.2,12.3,10.2,8.7,1100030,ABBOTSFORD A                              
2002,10.6,12.2,10.0,8.4,1100030,ABBOTSFORD A                              
2003,10.1,11.7,8.9,10.8,1100030,ABBOTSFORD A                              
2004,10.5,9.2,8.7,8.8,1100030,ABBOTSFORD A                              
2005,10.4,10.3,8.9,8.6,1100030,ABBOTSFORD A                              
2006,13.8,10.2,9.0,10.2,1100030,ABBOTSFORD A                              
2007,10.7,9.9,8.6,8.1,1100030,ABBOTSFORD A                              
2008,10.8,10.2,9.4,7.8,1100030,ABBOTSFORD A                              
2009,9.8,10.7,8.9,10.5,1100030,ABBOTSFORD A                              
2010,9.4,11.4,9.3,9.6,1100030,ABBOTSFORD A                              
2011,11.9,11.3,9.2,8.6,1100030,ABBOTSFORD A                              
2012,10.6,11.2,8.8,9.0,1100030,ABBOTSFORD A                              
2013,9.3,10.5,9.5,8.7,1100030,ABBOTSFORD A                              
2014,12.9,10.8,9.7,10.7,1100030,ABBOTSFORD A                              
1953,16.8,15.6,14.2,16.3,1108447,VANCOUVER INT'L A                         
1954,18.1,16.5,14.4,14.6,1108447,VANCOUVER INT'L A                         
1955,15.6,18.1,14.7,16.4,1108447,VANCOUVER INT'L A                         
1956,16.8,17.3,15.1,15.4,1108447,VANCOUVER INT'L A                         
1957,14.9,15.4,14.4,13.4,1108447,VANCOUVER INT'L A                         
1958,16.4,15.6,14.9,15.0,1108447,VANCOUVER INT'L A                         
1959,15.3,16.4,14.9,14.2,1108447,VANCOUVER INT'L A                         
1960,14.7,15.8,13.3,13.5,1108447,VANCOUVER INT'L A                         
1961,15.0,16.1,14.9,16.5,1108447,VANCOUVER INT'L A                         
1962,15.5,15.6,14.4,16.0,1108447,VANCOUVER INT'L A                         
1963,13.1,16.1,15.5,16.0,1108447,VANCOUVER INT'L A                         
1964,17.6,16.6,13.8,12.6,1108447,VANCOUVER INT'L A                         
1965,15.3,13.4,12.8,12.1,1108447,VANCOUVER INT'L A                         
1966,13.8,15.2,12.8,12.5,1108447,VANCOUVER INT'L A                         
1967,15.2,13.0,12.0,12.5,1108447,VANCOUVER INT'L A                         
1968,14.6,14.1,12.6,15.5,1108447,VANCOUVER INT'L A                         
1969,16.2,14.7,14.9,13.3,1108447,VANCOUVER INT'L A                         
1970,13.4,15.6,13.4,14.1,1108447,VANCOUVER INT'L A                         
1971,17.1,16.5,13.2,15.4,1108447,VANCOUVER INT'L A                         
1972,18.7,18.4,16.1,14.7,1108447,VANCOUVER INT'L A                         
1973,16.6,15.6,15.0,16.0,1108447,VANCOUVER INT'L A                         
1974,18.3,16.8,14.1,14.1,1108447,VANCOUVER INT'L A                         
1975,17.0,14.1,12.8,14.2,1108447,VANCOUVER INT'L A                         
1976,14.1,14.5,11.6,10.6,1108447,VANCOUVER INT'L A                         
1977,11.5,16.2,13.9,14.6,1108447,VANCOUVER INT'L A                         
1978,13.7,16.8,15.0,13.9,1108447,VANCOUVER INT'L A                         
1979,15.0,15.6,14.8,12.8,1108447,VANCOUVER INT'L A                         
1980,14.6,15.3,13.6,13.9,1108447,VANCOUVER INT'L A                         
1981,13.4,15.4,14.4,14.6,1108447,VANCOUVER INT'L A                         
1982,15.9,15.6,15.0,14.4,1108447,VANCOUVER INT'L A                         
1983,15.1,14.3,14.2,14.0,1108447,VANCOUVER INT'L A                         
1984,13.0,14.7,13.1,14.2,1108447,VANCOUVER INT'L A                         
1985,10.7,14.6,14.6,13.2,1108447,VANCOUVER INT'L A                         
1986,11.5,14.5,13.8,11.2,1108447,VANCOUVER INT'L A                         
1987,14.0,15.5,15.0,13.0,1108447,VANCOUVER INT'L A                         
1988,14.0,15.6,14.4,14.4,1108447,VANCOUVER INT'L A                         
1989,12.3,12.9,12.6,12.8,1108447,VANCOUVER INT'L A                         
1990,13.6,12.1,12.7,14.4,1108447,VANCOUVER INT'L A                         
1991,13.1,14.5,14.1,12.0,1108447,VANCOUVER INT'L A                         
1992,13.8,12.1,11.6,16.1,1108447,VANCOUVER INT'L A                         
1993,12.1,15.7,14.8,12.5,1108447,VANCOUVER INT'L A                         
1994,14.3,13.6,12.1,13.0,1108447,VANCOUVER INT'L A                         
1995,12.4,13.3,13.1,12.4,1108447,VANCOUVER INT'L A                         
1996,12.6,11.7,12.3,11.6,1108447,VANCOUVER INT'L A                         
1997,11.8,13.6,10.4,11.7,1108447,VANCOUVER INT'L A                         
1998,13.8,12.3,12.8,13.2,1108447,VANCOUVER INT'L A                         
1999,17.3,15.1,12.5,14.2,1108447,VANCOUVER INT'L A                         
2000,13.1,13.2,13.2,11.6,1108447,VANCOUVER INT'L A                         
2001,11.3,13.9,12.6,13.6,1108447,VANCOUVER INT'L A                         
2002,14.6,13.9,13.5,11.8,1108447,VANCOUVER INT'L A                         
2003,12.4,14.8,13.8,13.4,1108447,VANCOUVER INT'L A                         
2004,12.4,13.5,13.9,13.1,1108447,VANCOUVER INT'L A                         
2005,11.5,14.5,13.2,12.8,1108447,VANCOUVER INT'L A                         
2006,14.6,15.3,13.5,13.7,1108447,VANCOUVER INT'L A                         
2007,14.4,14.1,12.7,13.4,1108447,VANCOUVER INT'L A                         
2008,14.9,13.4,13.5,13.0,1108447,VANCOUVER INT'L A                         
2009,11.4,14.8,13.5,14.3,1108447,VANCOUVER INT'L A                         
2010,11.8,16.0,12.8,11.3,1108447,VANCOUVER INT'L A                         
2011,14.0,15.1,12.5,13.4,1108447,VANCOUVER INT'L A                         
2012,13.8,14.9,12.6,12.5,1108447,VANCOUVER INT'L A                         
1953,11.1,12.9,16.8,11.1,1113540,HOPE A                                    
1954,12.9,13.5,16.0,10.3,1113540,HOPE A                                    
1955,10.5,14.0,17.8,12.6,1113540,HOPE A                                    
1956,11.7,13.0,17.8,12.3,1113540,HOPE A                                    
1957,13.5,15.8,17.3,11.2,1113540,HOPE A                                    
1958,9.9,13.0,17.3,11.3,1113540,HOPE A                                    
1959,11.3,13.8,16.0,10.9,1113540,HOPE A                                    
1960,9.8,13.3,17.4,10.5,1113540,HOPE A                                    
1961,11.1,14.6,20.3,12.0,1113540,HOPE A                                    
1962,12.5,15.1,18.0,11.1,1113540,HOPE A                                    
1963,10.7,14.3,18.6,12.0,1113540,HOPE A                                    
1964,11.7,15.5,17.4,12.0,1113540,HOPE A                                    
1965,13.0,15.2,19.4,12.3,1113540,HOPE A                                    
1966,11.1,14.9,17.8,12.8,1113540,HOPE A                                    
1967,11.5,16.2,19.5,12.4,1113540,HOPE A                                    
1968,11.9,13.6,16.8,11.4,1113540,HOPE A                                    
1969,12.8,13.5,18.5,10.3,1113540,HOPE A                                    
1970,10.5,14.3,19.1,11.4,1113540,HOPE A                                    
1971,11.7,12.9,16.5,10.0,1113540,HOPE A                                    
1972,13.2,12.5,15.6,10.3,1113540,HOPE A                                    
1973,10.9,13.8,16.3,13.3,1113540,HOPE A                                    
1974,14.3,13.8,15.6,13.4,1113540,HOPE A                                    
1975,15.1,14.4,14.2,11.4,1113540,HOPE A                                    
1976,13.9,12.7,11.4,11.6,1113540,HOPE A                                    
1977,14.4,12.1,13.7,11.3,1113540,HOPE A                                    
1978,17.1,11.0,11.5,10.9,1113540,HOPE A                                    
1979,14.6,11.6,13.0,11.3,1113540,HOPE A                                    
1980,15.4,11.5,11.2,8.1,1113540,HOPE A                                    
1981,12.0,7.9,12.1,10.7,1113540,HOPE A                                    
1982,14.2,12.5,12.7,12.9,1113540,HOPE A                                    
1983,14.3,12.2,12.3,10.6,1113540,HOPE A                                    
1984,14.2,11.0,13.3,11.7,1113540,HOPE A                                    
1985,15.2,13.2,14.7,14.5,1113540,HOPE A                                    
1986,16.7,13.3,14.5,12.2,1113540,HOPE A                                    
1987,15.4,13.8,16.1,13.6,1113540,HOPE A                                    
1988,16.5,13.2,14.8,12.8,1113540,HOPE A                                    
1989,16.4,13.9,14.4,11.3,1113540,HOPE A                                    
1990,13.6,12.5,14.3,11.4,1113540,HOPE A                                    
1991,15.6,13.1,11.7,11.6,1113540,HOPE A                                    
1992,13.4,13.4,14.6,12.1,1113540,HOPE A                                    
1993,18.7,12.4,12.8,12.5,1113540,HOPE A                                    
1994,13.6,12.8,12.2,9.1,1113540,HOPE A                                    
1995,14.2,12.4,12.9,10.7,1113540,HOPE A                                    
1996,15.4,11.4,12.7,10.6,1113540,HOPE A                                    
1997,13.7,11.2,11.1,11.1,1113540,HOPE A                                    
1998,12.3,11.2,12.7,11.1,1113540,HOPE A                                    
1999,12.1,12.2,12.0,12.1,1113540,HOPE A                                    
2000,15.2,11.1,12.0,10.4,1113540,HOPE A                                    
2001,15.8,12.2,11.9,12.0,1113540,HOPE A                                    
2002,13.9,13.6,11.9,12.3,1113540,HOPE A                                    
2003,14.7,11.3,12.3,11.7,1113540,HOPE A                                    
2004,14.7,11.4,11.8,10.2,1113540,HOPE A                                    
2005,15.5,11.0,11.3,11.1,1113540,HOPE A                                    
2006,14.0,11.2,11.8,12.2,1113540,HOPE A                                    
2007,13.7,10.8,11.1,10.9,1113540,HOPE A                                    
2008,12.9,11.0,11.6,11.2,1113540,HOPE A                                    
2009,16.5,11.4,11.6,10.4,1113540,HOPE A                                    
2010,14.5,10.9,11.4,11.1,1113540,HOPE A                                    
2011,14.4,10.6,10.6,11.2,1113540,HOPE A                                    
2012,13.8,11.5,11.5,12.2,1113540,HOPE A                                    
2013,12.6,11.7,11.3,12.4,1113540,HOPE A                                    
2014,16.0,10.9,11.3,12.0,1113540,HOPE A                                    
1963,6.6,8.4,9.0,5.0,1123970,KELOWNA A                                 
1964,5.6,8.5,8.0,6.1,1123970,KELOWNA A                                 
1965,6.8,7.3,6.9,4.8,1123970,KELOWNA A                                 
1966,5.1,8.3,7.7,5.1,1123970,KELOWNA A                                 
1967,5.5,9.3,8.6,4.6,1123970,KELOWNA A                                 
1968,6.5,8.9,7.4,5.2,1123970,KELOWNA A                                 
1969,6.6,7.0,8.1,4.5,1123970,KELOWNA A                                 
1970,5.4,7.3,7.0,5.8,1123970,KELOWNA A                                 
1971,7.5,8.3,8.4,6.3,1123970,KELOWNA A                                 
1972,9.5,9.1,7.6,6.7,1123970,KELOWNA A                                 
1973,6.5,8.0,8.6,7.1,1123970,KELOWNA A                                 
1974,7.0,7.8,7.6,5.5,1123970,KELOWNA A                                 
1975,6.4,7.7,8.3,6.8,1123970,KELOWNA A                                 
1976,7.2,8.0,6.5,5.4,1123970,KELOWNA A                                 
1977,5.5,8.1,8.2,6.0,1123970,KELOWNA A                                 
1978,6.1,7.8,5.5,4.5,1123970,KELOWNA A                                 
1979,6.1,7.9,8.1,5.5,1123970,KELOWNA A                                 
1980,7.0,7.6,7.1,5.0,1123970,KELOWNA A                                 
1981,7.0,7.5,7.5,5.2,1123970,KELOWNA A                                 
1982,6.3,7.9,7.3,4.7,1123970,KELOWNA A                                 
1983,4.4,6.4,6.5,5.3,1123970,KELOWNA A                                 
1984,5.4,8.0,7.6,6.1,1123970,KELOWNA A                                 
1985,8.0,7.8,7.9,7.4,1123970,KELOWNA A                                 
1986,5.6,7.0,7.8,5.3,1123970,KELOWNA A                                 
1987,5.4,7.4,7.5,5.2,1123970,KELOWNA A                                 
1988,5.8,7.7,7.3,5.3,1123970,KELOWNA A                                 
1989,7.0,7.8,7.6,5.2,1123970,KELOWNA A                                 
1990,7.2,6.9,7.1,5.8,1123970,KELOWNA A                                 
1991,5.9,7.5,7.3,5.4,1123970,KELOWNA A                                 
1992,4.6,6.3,6.0,5.8,1123970,KELOWNA A                                 
1993,6.2,8.4,8.3,5.4,1123970,KELOWNA A                                 
1994,6.8,8.8,8.1,5.4,1123970,KELOWNA A                                 
1995,4.7,8.1,7.1,5.7,1123970,KELOWNA A                                 
1996,6.7,8.0,7.3,5.8,1123970,KELOWNA A                                 
1997,6.8,8.2,6.2,6.1,1123970,KELOWNA A                                 
1998,6.8,7.9,8.5,5.3,1123970,KELOWNA A                                 
1999,6.5,7.3,8.2,5.4,1123970,KELOWNA A                                 
2000,5.9,8.2,8.1,6.2,1123970,KELOWNA A                                 
2001,6.0,8.6,7.8,6.3,1123970,KELOWNA A                                 
2002,6.2,9.4,8.0,6.0,1123970,KELOWNA A                                 
2003,5.3,9.1,8.0,6.5,1123970,KELOWNA A                                 
2004,5.5,8.5,7.3,5.9,1123970,KELOWNA A                                 
2005,6.7,7.8,7.6,5.8,1123970,KELOWNA A                                 
2006,5.1,6.8,7.3,6.3,1123970,KELOWNA A                                 
2007,6.4,7.4,7.0,6.0,1123970,KELOWNA A                                 
2008,5.8,8.1,8.6,5.5,1123970,KELOWNA A                                 
1953,14.8,8.2,7.2,9.7,1126150,PENTICTON A                               
1954,16.2,9.4,7.3,9.2,1126150,PENTICTON A                               
1955,13.3,10.2,6.6,11.0,1126150,PENTICTON A                               
1956,14.9,7.2,3.9,7.6,1126150,PENTICTON A                               
1957,17.0,10.0,8.5,11.4,1126150,PENTICTON A                               
1958,17.4,9.8,8.7,11.6,1126150,PENTICTON A                               
1959,18.4,11.5,8.5,11.5,1126150,PENTICTON A                               
1960,14.4,12.5,8.8,11.7,1126150,PENTICTON A                               
1961,16.3,9.1,8.3,12.9,1126150,PENTICTON A                               
1962,16.6,8.9,8.3,14.0,1126150,PENTICTON A                               
1963,17.5,10.7,8.5,12.2,1126150,PENTICTON A                               
1964,19.3,12.0,9.3,10.3,1126150,PENTICTON A                               
1965,14.6,9.7,8.7,10.5,1126150,PENTICTON A                               
1966,14.6,11.9,10.1,11.6,1126150,PENTICTON A                               
1967,14.9,10.5,9.6,11.6,1126150,PENTICTON A                               
1968,16.2,9.9,9.0,12.6,1126150,PENTICTON A                               
1969,13.2,10.5,8.9,11.4,1126150,PENTICTON A                               
1970,11.6,10.9,9.4,10.2,1126150,PENTICTON A                               
1971,15.3,11.9,9.3,12.7,1126150,PENTICTON A                               
1972,16.8,11.2,10.8,13.3,1126150,PENTICTON A                               
1973,16.4,13.8,13.0,13.4,1126150,PENTICTON A                               
1974,17.2,12.0,10.9,12.0,1126150,PENTICTON A                               
1975,16.9,11.1,9.8,15.2,1126150,PENTICTON A                               
1976,15.6,11.4,10.0,9.3,1126150,PENTICTON A                               
1977,12.6,11.6,10.0,12.0,1126150,PENTICTON A                               
1978,11.2,11.9,8.4,11.3,1126150,PENTICTON A                               
1979,14.5,10.4,10.2,10.3,1126150,PENTICTON A                               
1980,13.4,10.9,10.1,12.7,1126150,PENTICTON A                               
1981,13.2,9.7,9.6,12.1,1126150,PENTICTON A                               
1982,13.9,9.6,8.1,10.3,1126150,PENTICTON A                               
1983,11.4,7.9,7.5,10.2,1126150,PENTICTON A                               
1984,12.9,8.9,8.2,10.7,1126150,PENTICTON A                               
1985,13.6,9.1,8.8,11.8,1126150,PENTICTON A                               
1986,11.9,9.0,8.7,10.5,1126150,PENTICTON A                               
1987,14.7,11.2,9.2,9.9,1126150,PENTICTON A                               
1988,14.5,10.9,8.6,12.1,1126150,PENTICTON A                               
1989,13.8,10.8,9.0,11.2,1126150,PENTICTON A                               
1990,15.5,8.4,8.1,13.0,1126150,PENTICTON A                               
1991,15.4,10.2,7.8,12.7,1126150,PENTICTON A                               
1992,14.3,8.9,9.1,11.9,1126150,PENTICTON A                               
1993,13.6,11.5,8.4,10.7,1126150,PENTICTON A                               
1994,14.6,9.6,8.7,11.3,1126150,PENTICTON A                               
1995,12.8,8.8,7.7,11.3,1126150,PENTICTON A                               
1996,13.6,8.6,6.5,9.4,1126150,PENTICTON A                               
1997,13.3,10.0,7.0,10.8,1126150,PENTICTON A                               
1998,13.9,8.3,7.5,8.8,1126150,PENTICTON A                               
1999,18.4,9.7,7.9,10.2,1126150,PENTICTON A                               
2000,13.6,11.2,8.8,10.7,1126150,PENTICTON A                               
2001,13.3,11.8,9.5,11.7,1126150,PENTICTON A                               
2002,14.7,10.6,9.4,9.6,1126150,PENTICTON A                               
2003,11.9,11.0,9.2,11.6,1126150,PENTICTON A                               
2004,12.7,9.8,8.8,11.2,1126150,PENTICTON A                               
2005,12.0,10.2,9.1,12.0,1126150,PENTICTON A                               
2006,15.7,10.2,8.4,13.0,1126150,PENTICTON A                               
2007,14.9,11.7,10.1,12.2,1126150,PENTICTON A                               
2008,16.2,9.6,9.2,10.8,1126150,PENTICTON A                               
2009,13.8,12.0,9.7,13.9,1126150,PENTICTON A                               
2010,10.6,11.0,9.4,12.3,1126150,PENTICTON A                               
2011,15.1,11.0,9.6,12.4,1126150,PENTICTON A                               
2012,16.0,12.7,10.4,13.1,1126150,PENTICTON A                               
2013,16.5,11.4,10.9,12.2,1126150,PENTICTON A                               
2014,15.9,11.5,11.0,13.6,1126150,PENTICTON A                               
1953,3.7,6.7,7.1,4.7,1126510,PRINCETON A                               
1954,4.3,7.0,7.2,4.0,1126510,PRINCETON A                               
1955,2.9,6.8,7.0,4.5,1126510,PRINCETON A                               
1956,3.1,6.1,7.2,4.8,1126510,PRINCETON A                               
1957,3.4,6.5,7.2,4.3,1126510,PRINCETON A                               
1958,3.2,7.2,7.8,5.2,1126510,PRINCETON A                               
1959,3.7,7.8,8.2,4.9,1126510,PRINCETON A                               
1960,3.6,7.8,8.5,4.7,1126510,PRINCETON A                               
1961,3.0,6.8,7.3,5.2,1126510,PRINCETON A                               
1962,4.1,6.9,7.8,4.7,1126510,PRINCETON A                               
1963,3.1,7.2,6.7,4.5,1126510,PRINCETON A                               
1964,3.8,7.5,6.4,4.1,1126510,PRINCETON A                               
1965,3.7,5.7,6.6,3.8,1126510,PRINCETON A                               
1966,2.9,7.1,7.1,3.5,1126510,PRINCETON A                               
1967,3.2,6.5,6.1,4.5,1126510,PRINCETON A                               
1968,3.0,6.7,5.6,4.2,1126510,PRINCETON A                               
1969,2.1,7.0,9.4,4.6,1126510,PRINCETON A                               
1970,2.2,8.0,8.0,2.7,1126510,PRINCETON A                               
1971,1.4,6.4,7.2,3.0,1126510,PRINCETON A                               
1972,2.8,6.8,7.2,3.2,1126510,PRINCETON A                               
1973,1.4,8.9,10.8,3.7,1126510,PRINCETON A                               
1974,1.5,9.0,9.1,4.0,1126510,PRINCETON A                               
1975,2.1,8.4,7.7,4.3,1126510,PRINCETON A                               
1976,2.4,7.4,7.7,3.7,1126510,PRINCETON A                               
1977,2.0,8.5,9.0,4.2,1126510,PRINCETON A                               
1978,2.0,7.0,8.3,4.0,1126510,PRINCETON A                               
1979,2.7,6.3,7.3,3.5,1126510,PRINCETON A                               
1980,2.9,6.5,6.5,3.9,1126510,PRINCETON A                               
1981,2.5,6.3,6.3,3.5,1126510,PRINCETON A                               
1982,2.6,6.7,6.0,3.7,1126510,PRINCETON A                               
1983,2.6,6.1,6.4,4.4,1126510,PRINCETON A                               
1984,3.1,7.0,7.3,4.6,1126510,PRINCETON A                               
1985,2.9,6.5,8.2,5.5,1126510,PRINCETON A                               
1986,2.6,6.6,6.9,4.2,1126510,PRINCETON A                               
1987,2.6,6.3,7.9,4.0,1126510,PRINCETON A                               
1988,2.5,7.3,7.8,4.6,1126510,PRINCETON A                               
1989,2.8,6.3,6.6,4.5,1126510,PRINCETON A                               
1990,3.8,4.9,7.0,5.3,1126510,PRINCETON A                               
1991,3.3,5.9,6.4,4.0,1126510,PRINCETON A                               
1992,2.4,7.4,6.4,3.7,1126510,PRINCETON A                               
1993,2.3,7.2,6.8,3.7,1126510,PRINCETON A                               
1994,2.7,6.5,8.2,4.0,1126510,PRINCETON A                               
1995,2.5,6.5,7.3,4.1,1126510,PRINCETON A                               
1996,2.6,6.4,7.0,3.9,1126510,PRINCETON A                               
1997,2.5,7.0,6.9,4.3,1126510,PRINCETON A                               
1998,2.9,5.6,6.7,4.3,1126510,PRINCETON A                               
1999,3.7,7.3,6.7,3.5,1126510,PRINCETON A                               
2000,1.7,7.3,6.9,3.3,1126510,PRINCETON A                               
2001,1.6,8.2,7.4,4.1,1126510,PRINCETON A                               
2002,2.2,7.7,8.4,3.9,1126510,PRINCETON A                               
2003,1.0,6.5,7.6,3.6,1126510,PRINCETON A                               
2004,1.1,6.1,5.6,3.1,1126510,PRINCETON A                               
2005,1.5,6.5,7.0,3.4,1126510,PRINCETON A                               
2006,2.2,6.2,7.2,3.4,1126510,PRINCETON A                               
2007,2.0,7.5,6.4,3.5,1126510,PRINCETON A                               
2008,1.6,7.2,7.7,3.3,1126510,PRINCETON A                               
2009,2.1,7.0,6.6,3.5,1126510,PRINCETON A                               
2010,1.0,7.6,7.1,3.5,1126510,PRINCETON A                               
2011,1.6,6.6,7.0,3.2,1126510,PRINCETON A                               
2012,2.0,7.1,5.8,2.7,1126510,PRINCETON A                               
2013,1.6,6.4,6.6,4.7,1126510,PRINCETON A                               
2014,4.2,7.1,7.8,5.2,1126510,PRINCETON A                               
1955,5.7,10.9,9.0,9.5,1141455,CASTLEGAR A                               
1956,8.9,9.3,9.6,9.8,1141455,CASTLEGAR A                               
1957,15.4,10.1,10.4,11.1,1141455,CASTLEGAR A                               
1958,8.8,9.3,9.4,9.8,1141455,CASTLEGAR A                               
1959,10.2,8.6,8.3,6.5,1141455,CASTLEGAR A                               
1960,8.3,8.4,8.0,7.9,1141455,CASTLEGAR A                               
1961,7.4,8.2,6.6,7.6,1141455,CASTLEGAR A                               
1962,8.4,8.7,9.6,9.0,1141455,CASTLEGAR A                               
1963,7.9,9.2,9.5,7.5,1141455,CASTLEGAR A                               
1964,8.3,9.1,8.4,6.4,1141455,CASTLEGAR A                               
1965,8.1,8.0,7.5,7.4,1141455,CASTLEGAR A                               
1966,6.1,8.2,7.7,6.0,1141455,CASTLEGAR A                               
1967,6.5,8.7,8.1,8.6,1141455,CASTLEGAR A                               
1968,10.3,7.8,7.8,7.4,1141455,CASTLEGAR A                               
1969,11.4,8.8,8.0,8.6,1141455,CASTLEGAR A                               
1970,10.4,10.5,9.1,8.6,1141455,CASTLEGAR A                               
1971,9.0,8.9,7.2,6.6,1141455,CASTLEGAR A                               
1972,10.6,9.0,7.5,7.9,1141455,CASTLEGAR A                               
1973,8.8,8.4,8.6,6.9,1141455,CASTLEGAR A                               
1974,8.5,8.3,8.7,6.9,1141455,CASTLEGAR A                               
1975,8.6,8.7,7.5,6.3,1141455,CASTLEGAR A                               
1976,9.0,9.8,9.3,7.9,1141455,CASTLEGAR A                               
1977,9.2,10.2,9.2,8.0,1141455,CASTLEGAR A                               
1978,10.1,8.6,8.2,8.1,1141455,CASTLEGAR A                               
1979,11.5,6.1,7.8,6.9,1141455,CASTLEGAR A                               
1980,6.7,7.2,7.2,6.7,1141455,CASTLEGAR A                               
1981,8.1,6.7,7.0,6.5,1141455,CASTLEGAR A                               
1982,7.2,7.0,7.5,5.3,1141455,CASTLEGAR A                               
1983,4.9,6.1,7.2,5.9,1141455,CASTLEGAR A                               
1984,7.4,7.0,7.2,6.1,1141455,CASTLEGAR A                               
1985,9.1,7.5,8.3,8.3,1141455,CASTLEGAR A                               
1986,8.5,7.3,6.4,5.7,1141455,CASTLEGAR A                               
1987,6.3,7.1,6.5,5.0,1141455,CASTLEGAR A                               
1988,10.0,9.1,7.9,6.8,1141455,CASTLEGAR A                               
1989,8.3,7.1,7.8,7.5,1141455,CASTLEGAR A                               
1990,10.1,9.0,7.7,7.3,1141455,CASTLEGAR A                               
1991,8.5,9.1,8.0,7.1,1141455,CASTLEGAR A                               
1992,5.9,8.2,8.6,7.2,1141455,CASTLEGAR A                               
1993,9.3,9.6,9.0,7.7,1141455,CASTLEGAR A                               
1994,8.9,9.5,9.9,7.9,1141455,CASTLEGAR A                               
1995,9.8,9.8,10.2,7.8,1141455,CASTLEGAR A                               
1996,9.7,10.2,10.5,9.4,1141455,CASTLEGAR A                               
1997,10.6,10.3,10.0,9.4,1141455,CASTLEGAR A                               
1998,9.7,9.6,8.4,7.8,1141455,CASTLEGAR A                               
1999,8.3,9.6,9.1,8.1,1141455,CASTLEGAR A                               
2000,7.4,10.0,10.4,8.8,1141455,CASTLEGAR A                               
